,id,original1,edit1,grades1,meanGrade1,original2,edit2,grades2,meanGrade2,label,new1,original11,new2,original22
1594,107905-107906,The Trump Presidency Delivers Its Craziest <24 Hours/> Yet as America Heads Down the Tubes,Waterslide,22221,1.8,The Trump <Presidency/> Delivers Its Craziest 24 Hours Yet as America Heads Down the Tubes,Zoo,11100,0.6,1,The Trump Presidency Delivers Its Craziest Waterslide Yet as America Heads Down the Tubes,The Trump Presidency Delivers Its Craziest 24 Hours Yet as America Heads Down the Tubes,The Trump Zoo Delivers Its Craziest 24 Hours Yet as America Heads Down the Tubes,The Trump Presidency Delivers Its Craziest 24 Hours Yet as America Heads Down the Tubes
1595,104510-104509,The Trump Presidency is Reversing <History/> ,evolution,32222,2.2,The Trump Presidency is Reversing <History/> ,Sanity,22221,1.8,1,The Trump Presidency is Reversing evolution ,The Trump Presidency is Reversing History ,The Trump Presidency is Reversing Sanity ,The Trump Presidency is Reversing History 
1596,105759-105760,The U.S. Military Accidentally Told Iraq It ’s Removing <Troops/> ,Pimples,32210,1.6,The U.S. Military Accidentally Told Iraq It ’s Removing <Troops/> ,toilets,33210,1.8,2,The U.S. Military Accidentally Told Iraq It ’s Removing Pimples ,The U.S. Military Accidentally Told Iraq It ’s Removing Troops ,The U.S. Military Accidentally Told Iraq It ’s Removing toilets ,The U.S. Military Accidentally Told Iraq It ’s Removing Troops 
1597,101204-101205,"The ugly , gory , bloody secret life of NHL <dentists/> ",dentures,20000,0.4,"The ugly , gory , bloody secret life of NHL <dentists/> ",refs,21000,0.6,2,"The ugly , gory , bloody secret life of NHL dentures ","The ugly , gory , bloody secret life of NHL dentists ","The ugly , gory , bloody secret life of NHL refs ","The ugly , gory , bloody secret life of NHL dentists "
1598,104765-104766,The US officially raises the tobacco buying <age/> to 21,price,21111,1.2,The US officially raises the <tobacco/> buying age to 21,candy,22210,1.4,2,The US officially raises the tobacco buying price to 21,The US officially raises the tobacco buying age to 21,The US officially raises the candy buying age to 21,The US officially raises the tobacco buying age to 21
1599,106361-106362,The War in Afghanistan Is a <Fraud/> ( and Now We Have Proof ),mood,211100,0.8333333333333334,The <War/> in Afghanistan Is a Fraud ( and Now We Have Proof ),peace,20000,0.4,1,The War in Afghanistan Is a mood ( and Now We Have Proof ),The War in Afghanistan Is a Fraud ( and Now We Have Proof ),The peace in Afghanistan Is a Fraud ( and Now We Have Proof ),The War in Afghanistan Is a Fraud ( and Now We Have Proof )
1600,100639-100640,"The Washington Nationals win their first ever pennant , advancing to the World Series after a sweep of the <Cardinals/> ",floor,22110,1.2,"The Washington Nationals win their first ever <pennant/> , advancing to the World Series after a sweep of the Cardinals",sunshine,0,0.0,1,"The Washington Nationals win their first ever pennant , advancing to the World Series after a sweep of the floor ","The Washington Nationals win their first ever pennant , advancing to the World Series after a sweep of the Cardinals ","The Washington Nationals win their first ever sunshine , advancing to the World Series after a sweep of the Cardinals","The Washington Nationals win their first ever pennant , advancing to the World Series after a sweep of the Cardinals"
1601,101747-101746,The world 's fastest supercomputers hit higher speeds than ever with <Linux/> ,adderall,22221,1.8,The world 's fastest supercomputers hit higher speeds than ever with <Linux/> ,BASIC,11000,0.4,1,The world 's fastest supercomputers hit higher speeds than ever with adderall ,The world 's fastest supercomputers hit higher speeds than ever with Linux ,The world 's fastest supercomputers hit higher speeds than ever with BASIC ,The world 's fastest supercomputers hit higher speeds than ever with Linux 
1602,103568-103569,The World Bank demanded that Taiwanese staff get Chinese <passports/> ,food,32210,1.6,The World Bank demanded that Taiwanese staff get Chinese <passports/> ,surnames,21100,0.8,1,The World Bank demanded that Taiwanese staff get Chinese food ,The World Bank demanded that Taiwanese staff get Chinese passports ,The World Bank demanded that Taiwanese staff get Chinese surnames ,The World Bank demanded that Taiwanese staff get Chinese passports 
1603,101158-101159,Think you ’re anonymous online ? A third of popular websites are ‘ <fingerprinting/> ’ you .,Cloning,22111,1.4,Think you ’re anonymous online ? A third of popular websites are ‘ <fingerprinting/> ’ you .,cloning,32111,1.6,2,Think you ’re anonymous online ? A third of popular websites are ‘ Cloning ’ you .,Think you ’re anonymous online ? A third of popular websites are ‘ fingerprinting ’ you .,Think you ’re anonymous online ? A third of popular websites are ‘ cloning ’ you .,Think you ’re anonymous online ? A third of popular websites are ‘ fingerprinting ’ you .
1604,107855-107854,This Dashcam ’s Flawed Design Let Us <Track/> Drivers in Real-Time Across the US,Throw,22111,1.4,This Dashcam ’s Flawed Design Let Us Track <Drivers/> in Real-Time Across the US,Babies,22110,1.2,1,This Dashcam ’s Flawed Design Let Us Throw Drivers in Real-Time Across the US,This Dashcam ’s Flawed Design Let Us Track Drivers in Real-Time Across the US,This Dashcam ’s Flawed Design Let Us Track Babies in Real-Time Across the US,This Dashcam ’s Flawed Design Let Us Track Drivers in Real-Time Across the US
1605,107855-107856,This Dashcam ’s Flawed Design Let Us <Track/> Drivers in Real-Time Across the US,Throw,22111,1.4,This Dashcam ’s Flawed Design Let Us Track Drivers in Real-Time Across the <US/> ,galaxy,22111,1.4,0,This Dashcam ’s Flawed Design Let Us Throw Drivers in Real-Time Across the US,This Dashcam ’s Flawed Design Let Us Track Drivers in Real-Time Across the US,This Dashcam ’s Flawed Design Let Us Track Drivers in Real-Time Across the galaxy ,This Dashcam ’s Flawed Design Let Us Track Drivers in Real-Time Across the US 
1606,107854-107856,This Dashcam ’s Flawed Design Let Us Track <Drivers/> in Real-Time Across the US,Babies,22110,1.2,This Dashcam ’s Flawed Design Let Us Track Drivers in Real-Time Across the <US/> ,galaxy,22111,1.4,2,This Dashcam ’s Flawed Design Let Us Track Babies in Real-Time Across the US,This Dashcam ’s Flawed Design Let Us Track Drivers in Real-Time Across the US,This Dashcam ’s Flawed Design Let Us Track Drivers in Real-Time Across the galaxy ,This Dashcam ’s Flawed Design Let Us Track Drivers in Real-Time Across the US 
1607,107315-107316,"This Decade , Targeted <Ads/> Exploded and the Damage Has Been Devastating",bathrooms,32211,1.8,"This Decade , Targeted Ads Exploded and the Damage Has Been <Devastating/> ",hilarious,11111,1.0,1,"This Decade , Targeted bathrooms Exploded and the Damage Has Been Devastating","This Decade , Targeted Ads Exploded and the Damage Has Been Devastating","This Decade , Targeted Ads Exploded and the Damage Has Been hilarious ","This Decade , Targeted Ads Exploded and the Damage Has Been Devastating "
1608,105429-105428,This is the <bombshell/> Trump 's team did n't want revealed,member,21000,0.6,This is the <bombshell/> Trump 's team did n't want revealed,haircut,32222,2.2,2,This is the member Trump 's team did n't want revealed,This is the bombshell Trump 's team did n't want revealed,This is the haircut Trump 's team did n't want revealed,This is the bombshell Trump 's team did n't want revealed
1609,100207-100206,This is the gun control legislation Mitch McConnell wo n't allow <senators/> to vote on,democrats,21110,1.0,This is the <gun/> control legislation Mitch McConnell wo n't allow senators to vote on,mind,22211,1.6,2,This is the gun control legislation Mitch McConnell wo n't allow democrats to vote on,This is the gun control legislation Mitch McConnell wo n't allow senators to vote on,This is the mind control legislation Mitch McConnell wo n't allow senators to vote on,This is the gun control legislation Mitch McConnell wo n't allow senators to vote on
1610,106141-106140,"This Migrant Won In Immigration Court , And The U.S. Sent Him To <Mexico/> Anyway",Mars,32221,2.0,"This Migrant Won In Immigration Court , And The U.S. Sent Him To <Mexico/> Anyway",Congress,32110,1.4,1,"This Migrant Won In Immigration Court , And The U.S. Sent Him To Mars Anyway","This Migrant Won In Immigration Court , And The U.S. Sent Him To Mexico Anyway","This Migrant Won In Immigration Court , And The U.S. Sent Him To Congress Anyway","This Migrant Won In Immigration Court , And The U.S. Sent Him To Mexico Anyway"
1611,107353-107354,"This year ’s <monitors/> will be faster , brighter , and curvier than ever",supermodels,3322111,1.8571428571428568,"This year ’s <monitors/> will be faster , brighter , and curvier than ever",women,22221,1.8,1,"This year ’s supermodels will be faster , brighter , and curvier than ever","This year ’s monitors will be faster , brighter , and curvier than ever","This year ’s women will be faster , brighter , and curvier than ever","This year ’s monitors will be faster , brighter , and curvier than ever"
1612,101766-101765, <Thousands/> flock to Wikipedia founder 's ' Facebook rival ',Groupies,21100,0.8, <Thousands/> flock to Wikipedia founder 's ' Facebook rival ',Dozens,22211,1.6,2, Groupies flock to Wikipedia founder 's ' Facebook rival ', Thousands flock to Wikipedia founder 's ' Facebook rival ', Dozens flock to Wikipedia founder 's ' Facebook rival ', Thousands flock to Wikipedia founder 's ' Facebook rival '
1613,105679-105678,Thousands march in France over decision to not <prosecute/> Jewish woman ’s killer,behead,11100,0.6,Thousands march in France over decision to not prosecute Jewish woman ’s <killer/> ,dancer,22211,1.6,2,Thousands march in France over decision to not behead Jewish woman ’s killer,Thousands march in France over decision to not prosecute Jewish woman ’s killer,Thousands march in France over decision to not prosecute Jewish woman ’s dancer ,Thousands march in France over decision to not prosecute Jewish woman ’s killer 
1614,105037-105038,Thousands of <people/> trapped in Australian coastal town of Mallacoota by huge wildfires,unicorns,32111,1.6,Thousands of people trapped in Australian coastal town of Mallacoota by huge <wildfires/> ,Koalas,322221,2.0,2,Thousands of unicorns trapped in Australian coastal town of Mallacoota by huge wildfires,Thousands of people trapped in Australian coastal town of Mallacoota by huge wildfires,Thousands of people trapped in Australian coastal town of Mallacoota by huge Koalas ,Thousands of people trapped in Australian coastal town of Mallacoota by huge wildfires 
1615,105637-105636,Thousands protest in Pakistan over U.S. <killing/> of Iranian commander,grilling,21000,0.6,Thousands protest in Pakistan over U.S. <killing/> of Iranian commander,bullying,11000,0.4,1,Thousands protest in Pakistan over U.S. grilling of Iranian commander,Thousands protest in Pakistan over U.S. killing of Iranian commander,Thousands protest in Pakistan over U.S. bullying of Iranian commander,Thousands protest in Pakistan over U.S. killing of Iranian commander
1616,107815-107816,Thunderstorms sweep across <Australia/> 's bushfire-ravaged east coast,antarctic,22110,1.2,Thunderstorms <sweep/> across Australia 's bushfire-ravaged east coast,scareout,11110,0.8,1,Thunderstorms sweep across antarctic 's bushfire-ravaged east coast,Thunderstorms sweep across Australia 's bushfire-ravaged east coast,Thunderstorms scareout across Australia 's bushfire-ravaged east coast,Thunderstorms sweep across Australia 's bushfire-ravaged east coast
1617,106923-106922,Tiger leads way as U.S. rallies to <win/> Presidents Cup,poison,22221,1.8,Tiger leads way as U.S. rallies to win Presidents <Cup/> ,Impeachment,32220,1.8,0,Tiger leads way as U.S. rallies to poison Presidents Cup,Tiger leads way as U.S. rallies to win Presidents Cup,Tiger leads way as U.S. rallies to win Presidents Impeachment ,Tiger leads way as U.S. rallies to win Presidents Cup 
1618,100117-100118,Tim Cook says Apple will be donating to help preserve the <Amazon/> in the wake of devastating forest fires,profits,32220,1.8,Tim Cook says Apple will be donating to help preserve the <Amazon/> in the wake of devastating forest fires,revenue,22110,1.2,1,Tim Cook says Apple will be donating to help preserve the profits in the wake of devastating forest fires,Tim Cook says Apple will be donating to help preserve the Amazon in the wake of devastating forest fires,Tim Cook says Apple will be donating to help preserve the revenue in the wake of devastating forest fires,Tim Cook says Apple will be donating to help preserve the Amazon in the wake of devastating forest fires
1619,100117-100119,Tim Cook says Apple will be donating to help preserve the <Amazon/> in the wake of devastating forest fires,profits,32220,1.8,Tim Cook says Apple will be donating to help preserve the Amazon in the wake of devastating <forest/> fires,mattress,22000,0.8,1,Tim Cook says Apple will be donating to help preserve the profits in the wake of devastating forest fires,Tim Cook says Apple will be donating to help preserve the Amazon in the wake of devastating forest fires,Tim Cook says Apple will be donating to help preserve the Amazon in the wake of devastating mattress fires,Tim Cook says Apple will be donating to help preserve the Amazon in the wake of devastating forest fires
1620,100118-100119,Tim Cook says Apple will be donating to help preserve the <Amazon/> in the wake of devastating forest fires,revenue,22110,1.2,Tim Cook says Apple will be donating to help preserve the Amazon in the wake of devastating <forest/> fires,mattress,22000,0.8,1,Tim Cook says Apple will be donating to help preserve the revenue in the wake of devastating forest fires,Tim Cook says Apple will be donating to help preserve the Amazon in the wake of devastating forest fires,Tim Cook says Apple will be donating to help preserve the Amazon in the wake of devastating mattress fires,Tim Cook says Apple will be donating to help preserve the Amazon in the wake of devastating forest fires
1621,106893-106894,Time 's Up Reveals Safety Guide for <Entertainment/> Industry Employees,dart,21100,0.8,Time 's Up Reveals Safety <Guide/> for Entertainment Industry Employees,Dance,32111,1.6,2,Time 's Up Reveals Safety Guide for dart Industry Employees,Time 's Up Reveals Safety Guide for Entertainment Industry Employees,Time 's Up Reveals Safety Dance for Entertainment Industry Employees,Time 's Up Reveals Safety Guide for Entertainment Industry Employees
1622,102478-102479,Tinder says ' there are definitely registered <sex/> offenders ' using the app,republican,22111,1.4,Tinder says ' there are definitely registered <sex/> offenders ' using the app,tiktok,22211,1.6,2,Tinder says ' there are definitely registered republican offenders ' using the app,Tinder says ' there are definitely registered sex offenders ' using the app,Tinder says ' there are definitely registered tiktok offenders ' using the app,Tinder says ' there are definitely registered sex offenders ' using the app
1623,100713-100712,TJ Perenara <produces/> the try of the year ( NZ vs Namibia ),hoots,11110,0.8,TJ Perenara produces the try of the year ( NZ vs <Namibia/> ),JayZ,22210,1.4,2,TJ Perenara hoots the try of the year ( NZ vs Namibia ),TJ Perenara produces the try of the year ( NZ vs Namibia ),TJ Perenara produces the try of the year ( NZ vs JayZ ),TJ Perenara produces the try of the year ( NZ vs Namibia )
1624,100871-100870,"TNT Cameraman Pans Away from Kid with "" Free <Hong Kong/> "" Shirt During National Broadcast",donkeykong,22111,1.4,"TNT Cameraman Pans Away from Kid with "" Free <Hong Kong/> "" Shirt During National Broadcast",Weezy,22211,1.6,2,"TNT Cameraman Pans Away from Kid with "" Free donkeykong "" Shirt During National Broadcast","TNT Cameraman Pans Away from Kid with "" Free Hong Kong "" Shirt During National Broadcast","TNT Cameraman Pans Away from Kid with "" Free Weezy "" Shirt During National Broadcast","TNT Cameraman Pans Away from Kid with "" Free Hong Kong "" Shirt During National Broadcast"
1625,100685-100684,"Tom Brady 's <resume/> from 1999 , right before he was drafted",nipple,32220,1.8,"Tom Brady 's <resume/> from 1999 , right before he was drafted",fiancee,21100,0.8,1,"Tom Brady 's nipple from 1999 , right before he was drafted","Tom Brady 's resume from 1999 , right before he was drafted","Tom Brady 's fiancee from 1999 , right before he was drafted","Tom Brady 's resume from 1999 , right before he was drafted"
1626,106916-106915,Tom Brady Misses <Pro Bowl/> Roster For First Time Since 2008,PuppyBowl,32221,2.0,Tom Brady Misses <Pro Bowl/> Roster For First Time Since 2008,Deflategate,3222221111,1.7,1,Tom Brady Misses PuppyBowl Roster For First Time Since 2008,Tom Brady Misses Pro Bowl Roster For First Time Since 2008,Tom Brady Misses Deflategate Roster For First Time Since 2008,Tom Brady Misses Pro Bowl Roster For First Time Since 2008
1627,101269-101270,Too Many Streaming <Exclusives/> Is Already Starting To Piss Users Off,urinals,32221,2.0,Too Many Streaming Exclusives Is Already Starting To Piss <Users/> Off,underwear,322000,1.1666666666666667,1,Too Many Streaming urinals Is Already Starting To Piss Users Off,Too Many Streaming Exclusives Is Already Starting To Piss Users Off,Too Many Streaming Exclusives Is Already Starting To Piss underwear Off,Too Many Streaming Exclusives Is Already Starting To Piss Users Off
1628,107227-107226,"Top-secret UFO <files/> could cause "" grave damage "" to U.S. national security if released , Navy says",probes,32222,2.2,"Top-secret UFO files could cause "" grave damage "" to U.S. national security if released , <Navy/> says",alien,33221,2.2,0,"Top-secret UFO probes could cause "" grave damage "" to U.S. national security if released , Navy says","Top-secret UFO files could cause "" grave damage "" to U.S. national security if released , Navy says","Top-secret UFO files could cause "" grave damage "" to U.S. national security if released , alien says","Top-secret UFO files could cause "" grave damage "" to U.S. national security if released , Navy says"
1629,108058-108057,"Top Apps Invade User Privacy By Collecting and <Sharing/> Personal Data , New Report Finds",Photoshopping,22111,1.4,"Top Apps <Invade/> User Privacy By Collecting and Sharing Personal Data , New Report Finds",respect,21110,1.0,1,"Top Apps Invade User Privacy By Collecting and Photoshopping Personal Data , New Report Finds","Top Apps Invade User Privacy By Collecting and Sharing Personal Data , New Report Finds","Top Apps respect User Privacy By Collecting and Sharing Personal Data , New Report Finds","Top Apps Invade User Privacy By Collecting and Sharing Personal Data , New Report Finds"
1630,105651-105650,Top bosses ' earn average salary within three <days/> ',minutes,321110,1.3333333333333333,Top bosses ' earn average salary within three <days/> ',hours,11100,0.6,1,Top bosses ' earn average salary within three minutes ',Top bosses ' earn average salary within three days ',Top bosses ' earn average salary within three hours ',Top bosses ' earn average salary within three days '
1631,105664-105663,Top Democrats ask Trump to declassify <war/> powers notification,austin,22221,1.8,Top Democrats ask Trump to declassify war powers <notification/> ,party,21100,0.8,1,Top Democrats ask Trump to declassify austin powers notification,Top Democrats ask Trump to declassify war powers notification,Top Democrats ask Trump to declassify war powers party ,Top Democrats ask Trump to declassify war powers notification 
1632,105311-105312,Top Florida Republican Retired So He Could Spend ' Last Chapter ' of Life Fighting <Trump/> ,Alligators,33221,2.2,Top Florida Republican Retired So He Could Spend ' Last Chapter ' of Life Fighting <Trump/> ,wife,22221,1.8,1,Top Florida Republican Retired So He Could Spend ' Last Chapter ' of Life Fighting Alligators ,Top Florida Republican Retired So He Could Spend ' Last Chapter ' of Life Fighting Trump ,Top Florida Republican Retired So He Could Spend ' Last Chapter ' of Life Fighting wife ,Top Florida Republican Retired So He Could Spend ' Last Chapter ' of Life Fighting Trump 
1633,102082-102081,Topless protesters crash pro-Franco <demonstration/> in Madrid,bus,32100,1.2,Topless protesters <crash/> pro-Franco demonstration in Madrid,flash,32210,1.6,2,Topless protesters crash pro-Franco bus in Madrid,Topless protesters crash pro-Franco demonstration in Madrid,Topless protesters flash pro-Franco demonstration in Madrid,Topless protesters crash pro-Franco demonstration in Madrid
1634,106746-106745,Top officials struggle to explain Trump ’s claim on <embassy/> attacks,leprechaun,22211,1.6,Top officials struggle to explain Trump ’s claim on <embassy/> attacks,kangaroo,32211,1.8,2,Top officials struggle to explain Trump ’s claim on leprechaun attacks,Top officials struggle to explain Trump ’s claim on embassy attacks,Top officials struggle to explain Trump ’s claim on kangaroo attacks,Top officials struggle to explain Trump ’s claim on embassy attacks
1635,101123-101122,"Totally In-Touch NH Lawmaker Blocks Device Repair Bill , Tells Constituents To Just Buy New $ 1k <Phones/>",pineapples,21100,0.8,"Totally In-Touch NH Lawmaker Blocks <Device/> Repair Bill , Tells Constituents To Just Buy New $ 1k Phones",Constitution,21100,0.8,0,"Totally In-Touch NH Lawmaker Blocks Device Repair Bill , Tells Constituents To Just Buy New $ 1k pineapples","Totally In-Touch NH Lawmaker Blocks Device Repair Bill , Tells Constituents To Just Buy New $ 1k Phones","Totally In-Touch NH Lawmaker Blocks Constitution Repair Bill , Tells Constituents To Just Buy New $ 1k Phones","Totally In-Touch NH Lawmaker Blocks Device Repair Bill , Tells Constituents To Just Buy New $ 1k Phones"
1636,107831-107832,"Tourists accused of damaging , defecating on <Machu Picchu/> ",Pokemon,32211,1.8," <Tourists/> accused of damaging , defecating on Machu Picchu",Trump,22111,1.4,1,"Tourists accused of damaging , defecating on Pokemon ","Tourists accused of damaging , defecating on Machu Picchu "," Trump accused of damaging , defecating on Machu Picchu"," Tourists accused of damaging , defecating on Machu Picchu"
1637,103046-103047,"Toyota executive warns of "" electrified armageddon "" for auto <industry/> ",aliens,0,0.0,"Toyota executive warns of "" electrified armageddon "" for auto <industry/> ",eroticism,22222,2.0,2,"Toyota executive warns of "" electrified armageddon "" for auto aliens ","Toyota executive warns of "" electrified armageddon "" for auto industry ","Toyota executive warns of "" electrified armageddon "" for auto eroticism ","Toyota executive warns of "" electrified armageddon "" for auto industry "
1638,104612-104613,"Travis Kalanick severs all ties with Uber , departing board and selling all his <shares/> ",children,11110,0.8,"Travis Kalanick severs all <ties/> with Uber , departing board and selling all his shares",arms,21110,1.0,2,"Travis Kalanick severs all ties with Uber , departing board and selling all his children ","Travis Kalanick severs all ties with Uber , departing board and selling all his shares ","Travis Kalanick severs all arms with Uber , departing board and selling all his shares","Travis Kalanick severs all ties with Uber , departing board and selling all his shares"
1639,107205-107206," <Trevor Noah/> Slams All-Male Oscar Directing Noms : "" Where Was ' Little Women ' ? """,Universe,22111,1.4,"Trevor Noah Slams All-Male Oscar Directing Noms : "" Where Was ' Little <Women/> ' ? """,Kitten,22111,1.4,0," Universe Slams All-Male Oscar Directing Noms : "" Where Was ' Little Women ' ? """," Trevor Noah Slams All-Male Oscar Directing Noms : "" Where Was ' Little Women ' ? ""","Trevor Noah Slams All-Male Oscar Directing Noms : "" Where Was ' Little Kitten ' ? ""","Trevor Noah Slams All-Male Oscar Directing Noms : "" Where Was ' Little Women ' ? """
1640,107205-107207," <Trevor Noah/> Slams All-Male Oscar Directing Noms : "" Where Was ' Little Women ' ? """,Universe,22111,1.4,"Trevor Noah Slams All-Male Oscar Directing Noms : "" Where Was ' Little <Women/> ' ? """,Mamas,21110,1.0,1," Universe Slams All-Male Oscar Directing Noms : "" Where Was ' Little Women ' ? """," Trevor Noah Slams All-Male Oscar Directing Noms : "" Where Was ' Little Women ' ? ""","Trevor Noah Slams All-Male Oscar Directing Noms : "" Where Was ' Little Mamas ' ? ""","Trevor Noah Slams All-Male Oscar Directing Noms : "" Where Was ' Little Women ' ? """
1641,107206-107207,"Trevor Noah Slams All-Male Oscar Directing Noms : "" Where Was ' Little <Women/> ' ? """,Kitten,22111,1.4,"Trevor Noah Slams All-Male Oscar Directing Noms : "" Where Was ' Little <Women/> ' ? """,Mamas,21110,1.0,1,"Trevor Noah Slams All-Male Oscar Directing Noms : "" Where Was ' Little Kitten ' ? ""","Trevor Noah Slams All-Male Oscar Directing Noms : "" Where Was ' Little Women ' ? ""","Trevor Noah Slams All-Male Oscar Directing Noms : "" Where Was ' Little Mamas ' ? ""","Trevor Noah Slams All-Male Oscar Directing Noms : "" Where Was ' Little Women ' ? """
1642,107332-107331,Trump ' authorised Soleimani <killing/> seven months ago if Iran caused death of an American ',haircut,22111,1.4,Trump ' authorised Soleimani killing seven months ago if <Iran/> caused death of an American ',HIV,22200,1.2,1,Trump ' authorised Soleimani haircut seven months ago if Iran caused death of an American ',Trump ' authorised Soleimani killing seven months ago if Iran caused death of an American ',Trump ' authorised Soleimani killing seven months ago if HIV caused death of an American ',Trump ' authorised Soleimani killing seven months ago if Iran caused death of an American '
1643,107660-107659,"Trump ' knew what was going on ' , says Giuliani <aide/> ",sandwich,22100,1.0,"Trump ' knew what was going on ' , says Giuliani <aide/> ",Dog,33110,1.6,2,"Trump ' knew what was going on ' , says Giuliani sandwich ","Trump ' knew what was going on ' , says Giuliani aide ","Trump ' knew what was going on ' , says Giuliani Dog ","Trump ' knew what was going on ' , says Giuliani aide "
1644,100247-100246,Trump 's 28-year-old personal assistant reportedly <resigned/> after telling journalists details about his family,laughed,21110,1.0,Trump 's 28-year-old personal assistant reportedly resigned after telling journalists details about his <family/>,hair,33221,2.2,2,Trump 's 28-year-old personal assistant reportedly laughed after telling journalists details about his family,Trump 's 28-year-old personal assistant reportedly resigned after telling journalists details about his family,Trump 's 28-year-old personal assistant reportedly resigned after telling journalists details about his hair,Trump 's 28-year-old personal assistant reportedly resigned after telling journalists details about his family
1645,100331-100332,Trump 's 28-year-old personal assistant was reportedly fired after gossiping about his <daughters/>,hairline,32221,2.0,Trump 's 28-year-old personal assistant was reportedly fired after gossiping about his <daughters/>,tanning,32211,1.8,1,Trump 's 28-year-old personal assistant was reportedly fired after gossiping about his hairline,Trump 's 28-year-old personal assistant was reportedly fired after gossiping about his daughters,Trump 's 28-year-old personal assistant was reportedly fired after gossiping about his tanning,Trump 's 28-year-old personal assistant was reportedly fired after gossiping about his daughters
1646,105553-105554,Trump 's <America/> stands utterly alone,tower,21100,0.8,Trump 's <America/> stands utterly alone,wife,33211,2.0,2,Trump 's tower stands utterly alone,Trump 's America stands utterly alone,Trump 's wife stands utterly alone,Trump 's America stands utterly alone
1647,104477-104476,"Trump 's <holiday/> menu : handouts for billionaires , hunger for the poor",everyday,11111,1.0,"Trump 's holiday menu : <handouts/> for billionaires , hunger for the poor",sushi,21110,1.0,0,"Trump 's everyday menu : handouts for billionaires , hunger for the poor","Trump 's holiday menu : handouts for billionaires , hunger for the poor","Trump 's holiday menu : sushi for billionaires , hunger for the poor","Trump 's holiday menu : handouts for billionaires , hunger for the poor"
1648,105545-105546,Trump 's latest <Iran/> tweet slammed as threat ' to commit war crimes ',McDonalds,32111,1.6,Trump 's latest Iran tweet slammed as threat ' to commit <war/> crimes ',fashion,22222,2.0,2,Trump 's latest McDonalds tweet slammed as threat ' to commit war crimes ',Trump 's latest Iran tweet slammed as threat ' to commit war crimes ',Trump 's latest Iran tweet slammed as threat ' to commit fashion crimes ',Trump 's latest Iran tweet slammed as threat ' to commit war crimes '
1649,100256-100257,Trump 's personal <assistant/> abruptly exits White House,hairdresser,32211,1.8,Trump 's personal assistant abruptly <exits/> White House,paints,22110,1.2,1,Trump 's personal hairdresser abruptly exits White House,Trump 's personal assistant abruptly exits White House,Trump 's personal assistant abruptly paints White House,Trump 's personal assistant abruptly exits White House
1650,100244-100245,Trump 's personal <assistant/> resigns : NYT,liar,32221,2.0,Trump 's personal assistant <resigns/> : NYT,rejoices,11000,0.4,1,Trump 's personal liar resigns : NYT,Trump 's personal assistant resigns : NYT,Trump 's personal assistant rejoices : NYT,Trump 's personal assistant resigns : NYT
1651,100143-100144,"Trump 's praise of <Putin/> mocked on Russian TV with "" Señorita "" mash-up",burgers,11111,1.0,"Trump 's praise of <Putin/> mocked on Russian TV with "" Señorita "" mash-up",pornstars,33210,1.8,2,"Trump 's praise of burgers mocked on Russian TV with "" Señorita "" mash-up","Trump 's praise of Putin mocked on Russian TV with "" Señorita "" mash-up","Trump 's praise of pornstars mocked on Russian TV with "" Señorita "" mash-up","Trump 's praise of Putin mocked on Russian TV with "" Señorita "" mash-up"
1652,100461-100462,Trump 's schedule shows a president with plenty of <downtime/> this summer,tanning,32222,2.2,Trump 's schedule shows a president with plenty of <downtime/> this summer,tweeting,22200,1.2,1,Trump 's schedule shows a president with plenty of tanning this summer,Trump 's schedule shows a president with plenty of downtime this summer,Trump 's schedule shows a president with plenty of tweeting this summer,Trump 's schedule shows a president with plenty of downtime this summer
1653,105785-105784,Trump 's <threat/> to destroy Iranian heritage would be a war crime,sweat,30000,0.6,Trump 's threat to destroy Iranian <heritage/> would be a war crime,food,22210,1.4,2,Trump 's sweat to destroy Iranian heritage would be a war crime,Trump 's threat to destroy Iranian heritage would be a war crime,Trump 's threat to destroy Iranian food would be a war crime,Trump 's threat to destroy Iranian heritage would be a war crime
1654,100460-100459,"Trump , Not Comey , Is the <Crook/> ",nerd,11100,0.6,"Trump , Not Comey , Is the <Crook/> ",joker,22111,1.4,2,"Trump , Not Comey , Is the nerd ","Trump , Not Comey , Is the Crook ","Trump , Not Comey , Is the joker ","Trump , Not Comey , Is the Crook "
1655,106393-106392,"Trump , red states ask Supreme Court to <refuse/> Obamacare case before election",reboot,11000,0.4,"Trump , red states ask <Supreme Court/> to refuse Obamacare case before election",Fonzy,21110,1.0,2,"Trump , red states ask Supreme Court to reboot Obamacare case before election","Trump , red states ask Supreme Court to refuse Obamacare case before election","Trump , red states ask Fonzy to refuse Obamacare case before election","Trump , red states ask Supreme Court to refuse Obamacare case before election"
1656,104046-104045,Trump-ally Mark Meadows wo n't run for re-election next <year/> ,century,22211,1.6,Trump-ally Mark Meadows wo n't run for re-election next <year/> ,Tuesday,21100,0.8,1,Trump-ally Mark Meadows wo n't run for re-election next century ,Trump-ally Mark Meadows wo n't run for re-election next year ,Trump-ally Mark Meadows wo n't run for re-election next Tuesday ,Trump-ally Mark Meadows wo n't run for re-election next year 
